"species" "yearbirth" "littersizebirth" "littersizeweaning" "sexratiobirth" "sexratioweaning" "survlitter48h" "survlitterweaning" "survlittersexmat" "agedam" "agemaxdam" "agesire" "agemaxsire"
"305" "Vrubra" 1990 2 2 1 1 1 1 1 6 20.44 6 27.93
"306" "Vrubra" 2013 2 2 1 1 1 1 1 8 10.69 8 10.69
"307" "Vrubra" 1996 1 0 0 NA 1 0 0 10 29.69 6 25.72
"308" "Vrubra" 2001 1 1 1 1 1 1 1 5 19.55 5 19.54
"309" "Vrubra" 2003 3 3 0.666666666666667 0.666666666666667 1 1 1 7 19.55 7 19.54
"310" "Vrubra" 2008 3 3 1 1 1 1 1 11 12.27 8 15.78
"311" "Vrubra" 1986 3 3 0.666666666666667 0.666666666666667 1 1 1 7 14.55 8 10.44
"312" "Vrubra" 1986 2 0 1 NA 1 0 0 2 5.31 4 18.99
"313" "Vrubra" 2003 2 0 0.5 NA 0 0 0 18 18.92 19 22.97
"314" "Vrubra" 2000 1 0 0 NA 0 0 0 7 22.69 4 14.6
"315" "Vrubra" 2002 1 1 1 1 1 1 1 5 18.63 12 21.04
"316" "Vrubra" 1995 1 1 0 0 1 1 1 8 28.52 10 30.52
"317" "Vrubra" 2013 2 2 1 1 1 1 1 4 6.62 12 14.74
"318" "Vrubra" 1987 3 3 0.333333333333333 0.333333333333333 1 1 1 2 18.19 4 25.78
"319" "Vrubra" 1988 1 1 1 1 1 1 1 5 11.83 4 5.03
"320" "Vrubra" 1982 3 2 0.666666666666667 0.5 1 0.666666666666667 0.666666666666667 3 21.59 5 17.86
"321" "Vrubra" 1981 1 1 1 1 1 1 1 7 10.83 8 11.79
"322" "Vrubra" 2010 1 1 1 1 1 1 1 5 10.56 11 16.64
"323" "Vrubra" 1990 2 2 0 0 1 1 1 5 17.61 5 11.42
"324" "Vrubra" 1997 2 2 1 1 1 1 1 7 8.84 7 21.04
"325" "Vrubra" 2013 2 2 0.5 0.5 1 1 1 8 10.56 14 16.64
"326" "Vrubra" 2009 1 1 1 1 1 1 1 12 18.75 13 19.67
"327" "Vrubra" 2008 3 1 0.666666666666667 0 0.666666666666667 0.333333333333333 0.333333333333333 9 16.65 8 15.67
"328" "Vrubra" 2000 3 2 1 1 1 0.666666666666667 0.666666666666667 8 23.6 15 30.52
"329" "Vrubra" 2001 2 1 1 1 1 0.5 0.5 4 18.73 4 11.96
"330" "Vrubra" 2006 2 0 1 NA 0 0 0 12 21.73 14 23.7
"331" "Vrubra" 2011 2 2 1 1 1 1 1 15 19.64 13 17.71
"332" "Vrubra" 2008 1 0 1 NA 1 0 0 8 10 18 21.28
"333" "Vrubra" 1996 2 0 0.5 NA 0 0 0 9 15.44 8 14.19
"334" "Vrubra" 1992 2 2 0 0 1 1 1 7 23.77 14 34.51
"335" "Vrubra" 1987 2 2 1 1 1 1 1 3 14.38 3 3.28
"336" "Vrubra" 2011 2 2 0 0 1 1 1 7 11.65 22 23.91
"337" "Vrubra" 1999 3 3 1 1 1 1 1 5 21.73 7 23.7
"338" "Vrubra" 1993 3 1 0.666666666666667 1 0.333333333333333 0.333333333333333 0.333333333333333 6 28.42 6 10.06
"339" "Vrubra" 1997 2 0 0.5 NA 1 0 0 7 25.69 4 16.15
"340" "Vrubra" 2009 3 3 1 1 1 1 1 20 24.12 11 17.09
"341" "Vrubra" 2004 3 3 1 1 1 1 1 6 17.66 6 17.66
"342" "Vrubra" 2000 2 1 1 1 1 0.5 0 6 14.64 7 15.42
"343" "Vrubra" 1986 4 4 0.5 0.5 1 1 1 7 21.59 9 17.86
"344" "Vrubra" 2007 1 1 1 1 1 1 1 7 15.7 8 16.69
"345" "Vrubra" 1996 2 2 0.5 0.5 1 1 1 5 24.67 4 22.27
"346" "Vrubra" 2005 3 3 1 1 1 1 1 16 24.12 7 17.09
"347" "Vrubra" 1994 1 1 1 1 1 1 1 6 27.65 6 27.62
"348" "Vrubra" 1990 3 3 0.333333333333333 0.333333333333333 1 1 1 6 10.52 7 11.99
"349" "Vrubra" 1983 3 2 0.333333333333333 0.5 0.666666666666667 0.666666666666667 0.666666666666667 4 21.59 6 17.86
"350" "Vrubra" 2015 1 1 1 1 1 1 0 20 20.69 27 27.69
"351" "Vrubra" 2007 1 1 0 0 1 1 1 13 14.64 14 15.42
"352" "Vrubra" 1998 1 1 0 0 1 1 1 7 24.63 7 22.57
"353" "Vrubra" 2004 2 2 0.5 0.5 1 1 1 8 19.55 8 19.54
"354" "Vrubra" 2001 1 1 1 1 1 1 1 12 18.28 13 19.31
"355" "Vrubra" 1986 2 2 0 0 1 1 1 5 10.95 3 25.78
"356" "Vrubra" 1999 3 0 1 NA 0 0 0 11 27.62 5 21.72
"357" "Vrubra" 1994 2 0 1 NA 0 0 0 7 28.72 9 27.62
"358" "Vrubra" 1992 3 3 0.333333333333333 0.333333333333333 1 1 1 11 34.78 11 22
"359" "Vrubra" 2013 2 2 1 1 1 1 1 12 14.69 28 30.52
"360" "Vrubra" 2003 1 1 0 0 1 1 1 5 17.66 5 17.66
"361" "Vrubra" 2013 1 0 1 NA 1 0 0 2 4.73 14 16.69
"362" "Vrubra" 1981 2 1 0.5 0 0.5 0.5 0.5 20 35.79 22 28.11
"363" "Vrubra" 1997 2 2 1 1 1 1 0.5 9 27.65 9 27.62
"364" "Vrubra" 1983 4 2 0.75 1 0.75 0.5 0.5 6 11.63 3 25.94
"365" "Vrubra" 1997 2 0 1 NA 0.5 0 0 6 24.67 5 22.27
"366" "Vrubra" 1998 1 1 1 1 1 1 1 13 29.92 11 28.75
"367" "Vrubra" 2007 2 2 0.5 0.5 1 1 1 6 14.64 5 13.59
"368" "Vrubra" 2010 3 2 1 0.666666666666667 1 0.666666666666667 0.666666666666667 13 18.63 20 21.04
"369" "Vrubra" 2006 2 0 0.5 NA 0 0 0 3 12.75 11 15.46
"370" "Vrubra" 2004 1 1 1 1 1 1 1 9 11.15 8 15.38
"371" "Vrubra" 1989 1 0 1 NA 0 0 0 11 15.76 6 16.12
"372" "Vrubra" 1993 4 4 0.25 0.25 1 1 1 6 18.86 9 21.01
"373" "Vrubra" 2001 2 2 0.5 0.5 1 1 1 12 26.74 13 27.75
"374" "Vrubra" 2007 1 1 1 1 1 1 1 18 26.74 19 27.75
"375" "Vrubra" 2012 2 2 1 1 1 1 1 15 18.72 14 17.74
"376" "Vrubra" 1998 3 3 0.666666666666667 0.666666666666667 1 1 1 7 24.72 4 21.68
"377" "Vrubra" 2003 2 2 0 0 1 1 1 6 18.75 6 18.77
"378" "Vrubra" 1999 1 1 1 1 1 1 1 15 20.44 15 27.93
"379" "Vvariegata" 2004 5 4 0.8 0.75 0.8 0.8 0.8 8 19.81 8 19.81
"380" "Vvariegata" 2012 1 1 1 1 1 1 1 7 10.68 6 9.72
"381" "Vvariegata" 1994 3 0 0.333333333333333 NA 0 0 0 11 23.69 4 12.93
"382" "Vvariegata" 2007 2 2 0 0 1 1 1 19 19.31 20 19.64
"383" "Vvariegata" 1991 1 0 1 NA 0 0 0 19 20.63 4 28.7
"384" "Vvariegata" 1985 3 3 0.333333333333333 0.333333333333333 1 1 1 7 29.36 4 12.11
"385" "Vvariegata" 1988 2 2 0.5 0.5 1 1 1 7 20.3 8 21.3
"386" "Vvariegata" 2001 3 0 0.333333333333333 NA 0 0 0 16 29.98 16 23.53
"387" "Vvariegata" 1985 2 2 0.5 0.5 1 1 1 7 17.26 7 12.56
"388" "Vvariegata" 2003 1 1 0 0 1 1 1 9 9.21 11 23.67
"389" "Vvariegata" 2001 2 2 0.5 0.5 1 1 1 4 4.02 10 10.01
"390" "Vvariegata" 1998 3 3 0.333333333333333 0.333333333333333 1 1 1 11 18.38 12 16.36
"391" "Vvariegata" 1995 1 1 0 0 1 1 1 15 28.35 15 28.01
"392" "Vvariegata" 2003 2 2 0.5 0.5 1 1 1 7 19.66 7 11.58
"393" "Vvariegata" 1999 3 3 0.666666666666667 0.666666666666667 1 1 1 9 23.59 8 24.23
"394" "Vvariegata" 2006 3 3 0 0 1 1 1 11 20.71 7 16.69
"395" "Vvariegata" 1999 2 0 0.5 NA 0.5 0 0 4 20.7 7 23.6
"396" "Vvariegata" 2007 1 1 1 1 1 1 1 11 12.07 8 16.75
"397" "Vvariegata" 2012 1 1 1 1 1 1 1 9 12.59 8 11.59
"398" "Vvariegata" 1992 1 0 0 NA 0 0 0 7 30.67 10 11.06
"399" "Vvariegata" 1991 3 3 0.666666666666667 0.666666666666667 1 1 1 7 31.76 13 24.08
"400" "Vvariegata" 1988 2 2 1 1 1 1 1 6 19.59 9 21.1
"401" "Vvariegata" 1989 2 1 1 1 0.5 0.5 0.5 16 21.7 13 24.3
"402" "Vvariegata" 1979 3 2 0.333333333333333 0.5 0.666666666666667 0.666666666666667 0.666666666666667 4 8.22 4 24.6
"403" "Vvariegata" 1994 3 0 1 NA 0 0 0 7 21.89 8 16.36
"404" "Vvariegata" 1979 1 1 0 0 1 1 1 3 32.19 2 1.72
"405" "Vvariegata" 2010 2 0 0 NA 0 0 0 5 10.69 6 11.73
"406" "Vvariegata" 2002 1 1 1 1 1 1 1 19 23.49 20 20.56
"407" "Vvariegata" 2012 1 0 0 NA 1 0 0 16 19.69 17 20.63
"408" "Vvariegata" 1998 1 1 1 1 1 1 1 4 21.69 5 19.16
"409" "Vvariegata" 2009 3 3 0.666666666666667 0.666666666666667 1 1 1 12 18.64 22 28.64
"410" "Vvariegata" 2003 1 1 1 1 1 1 1 10 20 4 16.64
"411" "Vvariegata" 1997 1 1 0 0 1 1 0 6 10.06 6 7.01
"412" "Vvariegata" 2001 2 2 0.5 0.5 1 1 1 8 9.04 3 17.62
"413" "Vvariegata" 1988 2 2 0.5 0.5 1 1 1 6 33.75 8 35.68
"414" "Vvariegata" 1999 2 0 0 NA 0.5 0 0 3 19.73 8 24.68
"415" "Vvariegata" 2005 1 1 0 0 1 1 1 11 13.69 5 13.26
"416" "Vvariegata" 1980 2 2 0 0 1 1 1 6 11.93 3 29.03
"417" "Vvariegata" 1986 1 0 0 NA 0 0 0 4 9.12 4 16.8
"418" "Vvariegata" 1980 3 0 0 NA 0.333333333333333 0 0 5 8.22 8 13.35
"419" "Vvariegata" 1985 3 3 0.333333333333333 0.333333333333333 1 1 1 3 33.75 5 35.68
"420" "Vvariegata" 1993 1 1 1 1 1 1 1 6 10.23 6 9.12
"421" "Vvariegata" 1998 2 1 0.5 0 1 0.5 0.5 8 11.73 7 12.48
"422" "Vvariegata" 1987 3 3 0 0 1 1 1 7 28.35 7 28.01
"423" "Vvariegata" 1999 2 1 1 1 0.5 0.5 0.5 12 18.38 13 16.36
"424" "Vvariegata" 1986 3 3 1 1 1 1 1 12 33.39 18 23.75
"425" "Vvariegata" 1997 1 1 0 0 1 1 1 4 22.79 4 20.53
"426" "Vvariegata" 1988 2 0 0.5 NA 0.5 0 0 5 6.97 11 23.18
"427" "Vvariegata" 1988 2 2 0.5 0.5 1 1 1 6 24.7 8 19.9
"428" "Vvariegata" 2011 2 2 0.5 0.5 1 1 1 6 10.54 27 28.99
"429" "Vvariegata" 1989 3 0 0.666666666666667 NA 0.666666666666667 0 0 2 28.66 4 30.65
"430" "Vvariegata" 1989 2 2 0.5 0.5 1 1 1 5 24.75 5 19.77
"431" "Vvariegata" 2001 3 3 1 1 1 1 1 8 20 7 7.23
"432" "Vvariegata" 2011 1 1 1 1 1 1 1 3 7.65 7 11.69
"433" "Vvariegata" 2011 4 4 0.5 0.5 1 1 1 15 19.81 15 19.81
"434" "Vvariegata" 2005 3 3 0.666666666666667 0.666666666666667 1 1 1 10 20.64 12 22.57
"435" "Vvariegata" 1984 2 2 0.5 0.5 1 1 1 8 28.65 7 38.73
"436" "Vvariegata" 1992 2 2 1 1 1 1 1 7 26.68 8 11.66
"437" "Vvariegata" 1991 1 1 0 0 1 1 1 7 21.78 7 13.66
"438" "Vvariegata" 2004 3 1 0.333333333333333 1 0.333333333333333 0.333333333333333 0.333333333333333 10 21.02 7 11.07
"439" "Vvariegata" 1990 2 1 0.5 1 1 0.5 0.5 6 21.78 6 13.66
"440" "Vvariegata" 1995 3 0 1 NA 0 0 0 18 27.19 14 34.74
"441" "Vvariegata" 1994 2 1 0.5 0 0.5 0.5 0.5 11 23.49 12 20.56
"442" "Vvariegata" 1987 1 0 1 NA 0 0 0 10 38.76 9 11.76
"443" "Vvariegata" 2011 1 1 1 1 1 1 1 16 20.7 16 20.61
"444" "Vvariegata" 2003 3 3 1 1 1 1 1 15 19.31 16 19.64
"445" "Vvariegata" 1996 2 1 0.5 1 1 0.5 0.5 3 22.68 18 24.08
"446" "Vvariegata" 1996 2 2 0.5 0.5 1 1 1 3 22.7 8 23.74
"447" "Vvariegata" 2008 2 2 0.5 0.5 1 1 1 12 19.81 12 19.81
"448" "Vvariegata" 2012 1 0 1 NA 0 0 0 22 23.59 8 11.78
"449" "Vvariegata" 1982 2 2 1 1 1 1 1 8 22.07 8 10.01
"450" "Vvariegata" 1981 1 1 0 0 1 1 1 2 26.3 10 21.19
"451" "Vvariegata" 2006 3 2 0.666666666666667 1 0.666666666666667 0.666666666666667 0.666666666666667 11 20.57 16 25.7
"452" "Vvariegata" 1997 1 1 1 1 1 1 1 12 30.73 11 11.85
"453" "Vvariegata" 2006 1 1 1 1 1 1 1 12 21.02 7 16.7
"454" "Vvariegata" 2002 3 2 0.666666666666667 1 1 0.666666666666667 0.666666666666667 13 17.1 18 31.72
"455" "Vvariegata" 1987 2 1 1 1 0.5 0.5 0.5 9 15.98 10 16.71
"456" "Vvariegata" 1992 2 2 1 1 1 1 1 8 12.89 5 16.65
"457" "Vvariegata" 1995 1 1 1 1 1 1 1 3 23.22 4 7.01
"458" "Vvariegata" 2010 2 2 0 0 1 1 1 4 9.7 13 15.38
"459" "Vvariegata" 2005 2 0 0 NA 0 0 0 20 29.98 20 23.53
"460" "Vvariegata" 2012 1 0 1 NA 1 0 0 9 10.39 7 10.65
"461" "Vvariegata" 1983 2 0 0 NA 0 0 0 4 14.82 4 17.98
"462" "Vvariegata" 1993 2 0 0.5 NA 0 0 0 8 29.98 8 23.53
"463" "Vvariegata" 1991 2 2 0.5 0.5 1 1 1 9 27.91 10 14.74
"464" "Vvariegata" 1991 1 0 1 NA 1 0 0 6 23.33 6 10.41
"465" "Vvariegata" 1982 3 2 0 0 0.666666666666667 0.666666666666667 0.666666666666667 10 19.28 6 24.3
"466" "Vvariegata" 2006 2 2 0.5 0.5 1 1 1 7 16.69 5 14.64
"467" "Vvariegata" 1987 4 2 0.25 0 1 0.5 0.5 8 26.71 8 9.23
"468" "Vvariegata" 1981 2 2 0.5 0.5 1 1 1 3 21.67 3 24.08
"469" "Vvariegata" 1986 1 1 1 1 1 1 1 8 15.98 9 16.71
"470" "Vvariegata" 1997 1 1 1 1 1 1 1 7 25.7 7 25.7
"471" "Vvariegata" 1982 1 0 0 NA 1 0 0 2 15.13 11 21.19
"472" "Vvariegata" 1988 2 2 0.5 0.5 1 1 1 14 33.39 20 23.75
"473" "Vvariegata" 1996 2 2 0.5 0.5 1 1 1 5 19.81 4 19.46
"474" "Vvariegata" 1992 1 1 0 0 1 1 1 22 22.89 12 12.08
"475" "Vvariegata" 2013 4 4 0.75 0.75 1 1 1 14 16.7 14 16.64
"476" "Vvariegata" 1992 2 2 1 1 1 1 0.5 3 6.05 3 5.35
"477" "Vvariegata" 1995 2 0 1 NA 0 0 0 8 22.61 9 19.66
"478" "Vvariegata" 1992 1 0 1 NA 0 0 0 3 17.3 7 23.53
"479" "Vvariegata" 1998 1 1 0 0 1 1 1 7 17.35 7 11.95
"480" "Vvariegata" 1987 2 2 0 0 1 1 1 9 20.66 6 5.78
"481" "Vvariegata" 2003 2 2 0 0 1 1 1 5 17.64 6 18.51
"482" "Vvariegata" 1983 4 3 1 1 0.75 0.75 0.75 11 20.92 4 36.72
"483" "Vvariegata" 1986 2 2 1 1 1 1 1 8 11.28 7 11.41
"484" "Vvariegata" 2004 2 2 0.5 0.5 1 1 1 10 21.68 7 13.49
"485" "Vvariegata" 1984 1 1 1 1 1 1 1 6 17.26 6 12.56
"486" "Vvariegata" 1982 2 2 1 1 1 1 1 6 12.11 4 10.02
"487" "Vvariegata" 1988 2 2 0.5 0.5 1 1 1 8 15.13 4 31.72
"488" "Vvariegata" 1995 3 1 0.666666666666667 0.333333333333333 1 0.333333333333333 0.333333333333333 11 31.76 10 23.3
"489" "Vvariegata" 2005 3 3 0 0 1 1 1 7 17.63 18 28.23
"490" "Vvariegata" 1997 2 1 1 1 0.5 0.5 0.5 7 11.73 6 12.48
"491" "Vvariegata" 1986 3 1 0.333333333333333 0 1 0.333333333333333 0.333333333333333 7 8.29 7 36.73
"492" "Vvariegata" 2002 1 1 1 1 1 1 1 7 20.63 10 9.79
"493" "Vvariegata" 1982 1 1 0 0 1 1 1 6 32.19 4 28.04
"494" "Vvariegata" 1997 3 2 0.333333333333333 0.5 0.666666666666667 0.666666666666667 0.333333333333333 6 9.88 10 28.23
"495" "Vvariegata" 1995 2 2 0.5 0.5 1 1 1 11 12.89 8 16.65
"496" "Vvariegata" 1993 2 2 0 0 1 1 1 10 23.69 3 12.93
"497" "Vvariegata" 1995 1 0 1 NA 0 0 0 12 32.59 18 29.03
"498" "Vvariegata" 1992 3 3 0 0 1 1 1 10 12.01 4 9.61
"499" "Vvariegata" 1985 1 1 1 1 1 1 1 6 8.29 6 36.73
"500" "Vvariegata" 2010 2 1 1 1 1 0.5 0.5 4 9.75 4 9.75
"501" "Vvariegata" 1992 1 1 0 0 1 1 1 11 34.75 4 25.12
"502" "Vvariegata" 2007 1 1 1 1 1 1 1 3 11.66 8 16.67
"503" "Vvariegata" 2014 2 2 0.5 0.5 1 1 1 3 4.72 19 20.63
"504" "Vvariegata" 1988 2 2 0 0 1 1 1 4 24.75 4 19.77
"505" "Vvariegata" 2010 1 1 1 1 1 1 1 5 10.71 29 32.1
"506" "Vvariegata" 1997 4 1 0.75 0 0.5 0.25 0.25 12 14.22 12 22.7
"507" "Vvariegata" 2006 1 1 1 1 1 1 1 5 14.68 7 13.72
"508" "Vvariegata" 2007 2 0 0 NA 0 0 0 11 19.69 18 26.73
"509" "Vvariegata" 2002 1 1 1 1 1 1 1 8 21.69 9 19.16
"510" "Vvariegata" 1992 1 0 1 NA 0 0 0 3 20.36 10 33.73
"511" "Vvariegata" 2007 2 1 1 1 0.5 0.5 0.5 8 16.7 8 16.64
"512" "Vvariegata" 1982 2 0 1 NA 0 0 0 4 11.28 3 11.41
"513" "Vvariegata" 1978 3 0 0 NA 0 0 0 6 20.92 6 13.35
"514" "Vvariegata" 1994 1 0 1 NA 1 0 0 3 24.56 10 10.07
"515" "Vvariegata" 2013 2 2 0 0 1 1 1 17 19.81 17 19.81
"516" "Vvariegata" 2007 2 1 0 0 0.5 0.5 0.5 3 11.72 11 19.67
"517" "Vvariegata" 1989 1 1 1 1 1 1 1 17 22.27 6 17.44
"518" "Vvariegata" 1992 3 0 0.666666666666667 NA 0.666666666666667 0 0 4 27.68 7 30.65
"519" "Vvariegata" 2003 2 2 0 0 1 1 1 12 18.45 12 13.62
"520" "Vvariegata" 1983 2 2 1 1 1 1 1 15 29.15 12 22.61
"521" "Vvariegata" 1999 1 1 0 0 1 1 1 9 25.75 7 23.67
"522" "Vvariegata" 1998 1 0 1 NA 0 0 0 4 21.68 10 27.68
"523" "Vvariegata" 1984 2 1 0.5 1 0.5 0.5 0.5 6 15.98 7 16.71
"524" "Vvariegata" 1999 2 0 0.5 NA 1 0 0 4 20.64 6 22.57
"525" "Vvariegata" 1993 1 1 0 0 1 1 1 5 27.57 5 11.56
"526" "Vvariegata" 1990 2 2 1 1 1 1 1 10 28.35 10 28.01
"527" "Vvariegata" 1986 1 1 1 1 1 1 1 14 20.92 11 24.6
"528" "Vvariegata" 1983 2 2 0.5 0.5 1 1 1 7 12.11 5 10.02
"529" "Vvariegata" 2009 2 1 1 1 1 0.5 0.5 18 18.88 8 14.22
"530" "Vvariegata" 1973 1 0 1 NA 0 0 0 3 13.79 3 29.73
"531" "Vvariegata" 2006 2 2 1 1 1 1 1 11 20.7 11 20.61
"532" "Vvariegata" 1975 1 1 1 1 1 1 1 5 13.79 5 29.73
"533" "Vvariegata" 2005 1 1 0 0 1 1 1 9 19.64 19 24.18
"534" "Vvariegata" 1994 3 3 0.666666666666667 0.666666666666667 1 1 1 7 22.88 10 31.67
"535" "Vvariegata" 1989 1 1 1 1 1 1 1 12 38.76 11 11.76
"536" "Vvariegata" 2003 3 3 0.666666666666667 0.666666666666667 1 1 1 12 24.69 7 19.77
"537" "Vvariegata" 1994 2 1 0.5 0 1 0.5 0.5 2 3 14 16.85
"538" "Vvariegata" 1984 2 2 1 1 1 1 1 8 32.19 6 28.04
"539" "Vvariegata" 1986 1 1 1 1 1 1 1 5 20.3 6 21.3
"540" "Vvariegata" 1998 1 0 1 NA 1 0 0 3 20.7 6 23.6
"541" "Vvariegata" 2005 3 3 0.333333333333333 0.333333333333333 1 1 1 6 16.69 4 14.64
"542" "Vvariegata" 2010 1 1 1 1 1 1 1 9 14.61 10 9.67
"543" "Vvariegata" 1986 1 1 1 1 1 1 1 8 20.66 5 5.78
"544" "Vvariegata" 1997 2 2 0.5 0.5 1 1 1 19 35.76 10 28.63
"545" "Vvariegata" 2009 4 2 0.75 0.5 0.75 0.5 0.5 8 14.61 9 9.67
"546" "Vvariegata" 2009 1 1 0 0 1 1 1 3 9.7 12 15.38
"547" "Vvariegata" 2001 2 2 0.5 0.5 1 1 1 4 18.64 14 28.64
"548" "Vvariegata" 1993 4 1 1 1 0.25 0.25 0.25 16 27.19 12 34.74
"549" "Vvariegata" 1986 2 2 0.5 0.5 1 1 1 10 28.65 9 19.74
"550" "Vvariegata" 1997 1 1 1 1 1 1 1 17 28.35 17 28.01
"551" "Vvariegata" 2004 3 3 0.666666666666667 0.666666666666667 1 1 1 10 21.69 11 19.16
"552" "Vvariegata" 2002 1 1 1 1 1 1 1 11 24.69 6 19.77
"553" "Vvariegata" 1989 1 1 1 1 1 1 1 12 23.27 8 12.16
"554" "Vvariegata" 1982 2 2 0.5 0.5 1 1 1 7 17.57 11 29.54
"555" "Vvariegata" 1995 1 0 1 NA 0 0 0 17 29.36 11 31.72
"556" "Vvariegata" 1980 1 1 0 0 1 1 1 8 20.63 6 9.64
"557" "Vvariegata" 2015 2 2 0 0 1 1 0 16 16.7 16 16.64
"558" "Vvariegata" 1991 2 2 0 0 1 1 1 9 21.12 9 17.41
"559" "Vvariegata" 2009 1 0 1 NA 0 0 0 11 17.76 9 10.84
"560" "Vvariegata" 2009 1 1 0 0 1 1 1 13 19.69 14 20.63
"561" "Vvariegata" 1987 2 1 0 0 1 0.5 0.5 9 35.76 8 8.66
"562" "Vvariegata" 1997 1 1 1 1 1 1 1 6 24.72 5 13.78
"563" "Vvariegata" 2012 1 1 1 1 1 1 1 13 16.73 13 16.7
"564" "Vvariegata" 1999 1 0 1 NA 1 0 0 6 22.56 7 17.25
"565" "Vvariegata" 1998 1 1 0 0 1 1 1 8 12.36 7 24.67
"566" "Vvariegata" 1984 3 3 0 0 1 1 1 5 8.29 5 36.73
"567" "Vvariegata" 2002 1 1 1 1 1 1 1 6 19.66 6 11.58
"568" "Vvariegata" 2005 1 1 1 1 1 1 1 4 14.61 5 9.67
"569" "Vvariegata" 1989 1 1 0 0 1 1 1 4 30.64 6 14.67
"570" "Vvariegata" 1983 2 0 1 NA 0 0 0 4 7.41 6 38.73
"571" "Vvariegata" 1986 1 1 1 1 1 1 1 9 27.19 9 9.47
"572" "Vvariegata" 1989 2 2 0.5 0.5 1 1 1 14 17.57 18 29.54
"573" "Vvariegata" 2006 3 3 0.333333333333333 0.333333333333333 1 1 1 18 19.31 19 19.64
"574" "Vvariegata" 1999 2 2 0 0 1 1 1 3 8.41 2 16.48
"575" "Vvariegata" 2014 3 2 1 1 1 0.666666666666667 0.666666666666667 6 7.79 11 12.51
"576" "Vvariegata" 1994 1 1 1 1 1 1 1 6 27.57 6 11.56
"577" "Vvariegata" 2004 1 1 1 1 1 1 0 15 16.1 11 22.79
"578" "Vvariegata" 1995 3 2 0.333333333333333 0 0.666666666666667 0.666666666666667 0.666666666666667 7 27.68 7 22.94
"579" "Vvariegata" 1995 3 3 0.666666666666667 0.666666666666667 1 1 1 8 28.66 11 31.71
"580" "Vvariegata" 1985 4 4 0.75 0.75 1 1 1 6 10.31 6 7.95
"581" "Vvariegata" 1980 2 0 0 NA 0 0 0 10 19.11 3 38.73
"582" "Vvariegata" 1998 1 0 0 NA 0 0 0 5 22.56 6 17.25
"583" "Vvariegata" 1997 2 2 0.5 0.5 1 1 1 13 24.75 13 19.77
"584" "Vvariegata" 1997 2 2 1 1 1 1 1 12 13.09 9 24.99
"585" "Vvariegata" 2012 4 2 0.5 0.5 1 0.5 0.5 4 7.67 5 6.62
"586" "Vvariegata" 2004 1 1 1 1 1 1 1 11 22.7 11 22.79
"587" "Vvariegata" 2009 2 1 1 1 0.5 0.5 0.5 3 9.74 18 24.23
"588" "Vvariegata" 1999 2 1 1 1 1 0.5 0.5 11 19.31 12 19.64
"589" "Vvariegata" 1984 3 1 0.333333333333333 0 0.333333333333333 0.333333333333333 0 14 25.7 6 26.17
"590" "Vvariegata" 1994 1 1 0 0 1 1 1 3 7.43 6 27.68
"591" "Vvariegata" 1993 1 1 0 0 1 1 1 9 21.78 9 13.66
"592" "Vvariegata" 2008 1 1 1 1 1 1 1 7 8.05 18 19.37
"593" "Vvariegata" 2012 2 2 0.5 0.5 1 1 1 6 9.14 15 18.17
"594" "Vvariegata" 2001 3 3 0.333333333333333 0.333333333333333 1 1 1 6 20.7 9 23.6
"595" "Vvariegata" 2004 2 2 0.5 0.5 1 1 1 13 24.72 12 13.78
"596" "Vvariegata" 2001 3 3 0.333333333333333 0.333333333333333 1 1 1 5 8.41 4 16.48
"597" "Vvariegata" 1997 1 1 1 1 1 1 1 8 26.67 7 14
"598" "Vvariegata" 2005 5 5 0.2 0.2 1 1 1 6 16.6 5 15.66
"599" "Vvariegata" 1995 3 2 0.333333333333333 0.5 1 0.666666666666667 0.666666666666667 10 26.68 11 11.66
"600" "Vvariegata" 1986 3 3 0.666666666666667 0.666666666666667 1 1 1 4 12.01 10 25.74
"601" "Vvariegata" 1995 3 2 0.666666666666667 1 1 0.666666666666667 0.666666666666667 13 27.91 14 14.74
"602" "Vvariegata" 2002 2 2 0 0 1 1 0.5 10 11.59 9 22.73
"603" "Vvariegata" 1999 1 1 0 0 1 1 1 3 19.75 8 9.76
"604" "Vvariegata" 2013 1 1 1 1 1 1 1 7 9.75 6 8.69
"605" "Vvariegata" 2001 3 2 0.666666666666667 1 1 0.666666666666667 0.666666666666667 8 18.37 17 28.1
"606" "Vvariegata" 1997 1 0 1 NA 0 0 0 10 21.32 16 19.24
"607" "Vvariegata" 2001 2 2 1 1 1 1 1 6 20.78 38 52.54
"608" "Vvariegata" 2003 1 1 0 0 1 1 1 10 22.79 10 20.53
"609" "Vvariegata" 1983 1 1 1 1 1 1 1 5 11.28 4 11.41
"610" "Vvariegata" 2006 2 2 0.5 0.5 1 1 1 4 13.62 8 17.75
"611" "Vvariegata" 1985 1 1 0 0 1 1 1 9 12.11 7 10.02
"612" "Vvariegata" 1992 2 2 0.5 0.5 1 1 1 4 5.79 5 19.64
"613" "Vvariegata" 1994 1 0 1 NA 0 0 0 5 22.56 7 19.38
"614" "Vvariegata" 1998 1 1 1 1 1 1 1 9 26.58 8 25.71
"615" "Vvariegata" 1999 3 2 0.333333333333333 0.5 1 0.666666666666667 0.666666666666667 4 20.69 4 20.71
"616" "Vvariegata" 2006 2 0 0.5 NA NA NA NA 11 20.62 6 15.72
