"species" "yearbirth" "littersizebirth" "littersizeweaning" "sexratiobirth" "sexratioweaning" "survlitter48h" "survlitterweaning" "survlittersexmat" "agedam" "agemaxdam" "agesire" "agemaxsire"
"932" "Vvariegata" 2012 2 2 0.5 0.5 1 1 1 19 22.56 5 8.7
"933" "Vvariegata" 1996 3 3 1 1 1 1 1 7 26.67 9 22.27
"934" "Vvariegata" 1983 2 2 0.5 0.5 1 1 1 13 22.89 13 35.64
"935" "Vvariegata" 1984 2 2 0 0 1 1 1 5 14.82 5 17.98
"936" "Vvariegata" 2009 3 2 0.666666666666667 0.5 1 0.666666666666667 0.333333333333333 11 17.63 22 28.23
"937" "Vvariegata" 1984 2 2 0.5 0.5 1 1 1 12 20.92 8 25.74
"938" "Vvariegata" 1984 2 2 0.5 0.5 1 1 1 3 20.3 4 21.3
"939" "Vvariegata" 1990 1 1 1 1 1 1 1 6 31.75 6 10.07
"940" "Vvariegata" 1986 1 0 1 NA 0 0 0 4 24.7 6 19.9
"941" "Vvariegata" 2004 1 0 1 NA 1 0 0 15 22.56 17 19.38
"942" "Vvariegata" 2008 2 1 0.5 1 0.5 0.5 0.5 3 10.69 4 11.73
"943" "Vvariegata" 1998 4 4 0 0 1 1 1 11 11.25 11 28.7
"944" "Vvariegata" 2008 1 0 0 NA 0 0 0 9 9 13 14.44
"945" "Vvariegata" 1978 2 0 0.5 NA 1 0 0 8 13.79 8 29.73
"946" "Vvariegata" 2007 2 2 1 1 1 1 1 13 18.16 14 19.16
"947" "Vvariegata" 1990 1 1 1 1 1 1 1 5 26.68 6 11.66
"948" "Vvariegata" 1979 1 1 0 0 1 1 1 5 33.39 11 23.75
"949" "Vvariegata" 1984 4 0 0.5 NA 0.25 0 0 5 26.71 5 9.23
"950" "Vvariegata" 1991 2 0 1 NA 0.5 0 0 12 26.71 9 23.08
"951" "Vvariegata" 2015 2 2 0.5 0.5 1 1 0 9 9.75 8 8.69
"952" "Vvariegata" 2001 1 1 0 0 1 1 1 17 24.75 17 19.77
"953" "Vvariegata" 1987 3 1 1 1 0.666666666666667 0.333333333333333 0.333333333333333 10 23.27 6 12.16
"954" "Vvariegata" 1996 1 0 0 NA 0 0 0 3 11.46 11 30.65
"955" "Vvariegata" 1986 3 2 0.666666666666667 1 0.666666666666667 0.666666666666667 0.666666666666667 14 20.63 5 6.09
"956" "Vvariegata" 2007 1 1 1 1 1 1 1 4 7.23 6 14.22
"957" "Vvariegata" 1997 1 1 0 0 1 1 1 9 27.57 9 11.56
"958" "Vvariegata" 1998 1 1 0 0 1 1 1 2 15.25 9 16.72
"959" "Vvariegata" 2007 2 2 0.5 0.5 1 1 1 11 19.71 8 16.69
"960" "Vvariegata" 1989 1 1 0 0 1 1 1 4 30.65 2 8.41
"961" "Vvariegata" 1977 3 3 0.666666666666667 0.666666666666667 1 1 1 5 20.92 5 13.35
"962" "Vvariegata" 2003 1 1 1 1 1 1 1 18 30.65 9 21.87
"963" "Vvariegata" 1999 2 2 1 1 1 1 1 14 23.33 4 20.21
"964" "Vvariegata" 1988 3 1 1 1 0.666666666666667 0.333333333333333 0.333333333333333 4 12.76 6 16.33
"965" "Vvariegata" 1986 3 3 0.666666666666667 0.666666666666667 1 1 0.666666666666667 11 12.82 6 30.78
"966" "Vvariegata" 1981 2 2 1 1 1 1 1 11 22.89 11 35.64
"967" "Vvariegata" 1987 1 0 0 NA 1 0 0 11 16.65 5 28.76
"968" "Vvariegata" 2009 3 3 0.666666666666667 0.666666666666667 1 1 1 10 16.68 9 15.65
"969" "Vvariegata" 2002 1 1 1 1 1 1 1 6 19.69 7 20.63
"970" "Vvariegata" 2010 2 0 1 NA 0 0 0 13 18.67 6 11.69
"971" "Vvariegata" 1980 2 1 0.5 1 1 0.5 0.5 10 13.79 10 29.73
"972" "Vvariegata" 1989 3 3 1 1 1 1 1 7 14.79 5 7.69
"973" "Vvariegata" 1997 3 3 0 0 1 1 0.333333333333333 9 27.68 9 22.94
"974" "Vvariegata" 2007 3 3 0.333333333333333 0.333333333333333 1 1 1 11 19.81 11 19.81
"975" "Vvariegata" 2002 1 1 1 1 1 1 1 13 26.71 13 21.96
"976" "Vvariegata" 1997 3 3 0.333333333333333 0.333333333333333 1 1 1 8 26.58 7 25.71
"977" "Vvariegata" 2004 2 2 1 1 1 1 1 9 12.07 11 16.46
"978" "Vvariegata" 2000 1 1 1 1 1 1 1 5 20.7 5 20.61
"979" "Vvariegata" 1984 2 2 1 1 1 1 1 14 26.13 4 12.08
"980" "Vvariegata" 1976 2 2 0.5 0.5 1 1 1 5 44.64 6 20.88
"981" "Vvariegata" 2005 3 3 0.333333333333333 0.333333333333333 1 1 1 7 10.59 4 7.02
"982" "Vvariegata" 2000 2 2 1 1 1 1 1 9 24.61 10 25.67
"983" "Vvariegata" 2004 2 2 1 1 1 1 1 16 27.68 16 22.94
"984" "Vvariegata" 2005 2 2 1 1 1 1 1 8 18.67 6 16.7
"985" "Vvariegata" 1999 3 3 0 0 1 1 1 6 20.21 7 23.68
"986" "Vvariegata" 1982 2 0 0.5 NA 1 0 0 4 21.67 4 24.08
"987" "Vvariegata" 2008 1 1 0 0 1 1 1 22 29.72 7 14.22
"988" "Vvariegata" 2007 1 1 1 1 1 1 1 3 11.63 19 27.68
"989" "Vvariegata" 1986 2 0 0.5 NA 0.5 0 0 2 31.74 7 17.98
"990" "Vvariegata" 1999 2 1 0.5 0 1 0.5 0.5 3 19.62 9 12.93
"991" "Vvariegata" 1994 2 0 1 NA 0 0 0 6 27.68 9 30.65
"992" "Vvariegata" 2009 3 0 0.666666666666667 NA 1 0 0 5 11.77 10 16.7
"993" "Vvariegata" 2007 1 0 0 NA 0 0 0 5 13.7 6 14.43
"994" "Vvariegata" 1998 2 2 1 1 1 1 1 3 20.7 3 20.61
"995" "Vvariegata" 1979 2 2 1 1 1 1 1 9 22.89 9 35.64
"996" "Vvariegata" 2014 1 1 0 0 1 1 1 10 11.65 7 8.75
"997" "Vvariegata" 2005 2 0 0.5 NA 0 0 0 9 19.81 9 19.81
"998" "Vvariegata" 2003 2 0 0.5 NA 0.5 0 0 18 29.98 18 23.53
"999" "Vvariegata" 1993 2 0 1 NA 0 0 0 3 6.28 4 16.72
"1000" "Vvariegata" 2011 3 0 1 NA 0 0 0 7 11.76 7 11.76
"1001" "Vvariegata" 2012 2 1 1 1 0.5 0.5 0.5 16 19.7 14 17.74
"1002" "Vvariegata" 1985 2 2 0.5 0.5 1 1 1 12 21.7 6 11.73
"1003" "Vvariegata" 2001 3 0 0.333333333333333 NA 0.333333333333333 0 0 12 17.1 17 31.72
"1004" "Vvariegata" 2010 2 2 0.5 0.5 1 1 1 5 10.68 16 18.28
"1005" "Vvariegata" 2002 3 0 0.333333333333333 NA 0 0 0 6 19.7 4 17.74
"1006" "Vvariegata" 1983 3 2 0.333333333333333 0 1 0.666666666666667 0.666666666666667 5 21.67 5 24.08
"1007" "Vvariegata" 1989 1 0 1 NA 0 0 0 3 9.48 4 23.3
"1008" "Vvariegata" 1991 4 0 0.5 NA 0 0 0 8 21.39 11 24.45
"1009" "Vvariegata" 2010 2 2 0 0 1 1 1 13 18.64 23 28.64
"1010" "Vvariegata" 2000 2 1 0.5 1 0.5 0.5 0.5 4 19.64 14 24.18
"1011" "Vvariegata" 1986 3 3 0 0 1 1 1 14 22.27 3 17.44
"1012" "Vvariegata" 1985 4 3 1 1 0.75 0.75 0.75 14 44.64 15 20.88
"1013" "Vvariegata" 1995 1 1 1 1 1 1 1 10 13.09 7 24.99
"1014" "Vvariegata" 1987 1 1 0 0 1 1 1 5 27.91 6 14.74
"1015" "Vvariegata" 1996 1 0 1 NA 0 0 0 13 18.54 25 29.54
"1016" "Vvariegata" 1989 1 1 1 1 1 1 1 10 26.3 11 26.17
"1017" "Vvariegata" 1998 2 2 1 1 1 1 1 10 27.68 10 22.94
"1018" "Vvariegata" 2003 1 1 1 1 1 1 1 9 12.1 15 27.68
"1019" "Vvariegata" 2003 1 0 0 NA 0 0 0 3 15.03 12 12.48
"1020" "Vvariegata" 1984 2 1 0.5 0 1 0.5 0.5 6 35.76 5 8.66
"1021" "Vvariegata" 1989 2 2 0 0 1 1 1 4 26.68 5 11.66
"1022" "Vvariegata" 1988 1 1 1 1 1 1 0 5 4.97 5 6.65
"1023" "Vvariegata" 1985 3 3 0.333333333333333 0.333333333333333 1 1 1 15 30.93 14 21.19
"1024" "Vvariegata" 1973 2 0 0.5 NA 1 0 0 3 22.89 3 35.64
"1025" "Vvariegata" 1982 1 1 0 0 1 1 1 5 38.76 11 22.61
"1026" "Vvariegata" 2009 2 1 0 0 0.5 0.5 0.5 4 10.68 7 13.79
"1027" "Vvariegata" 2006 1 1 0 0 1 1 1 15 24.72 15 17.03
"1028" "Vvariegata" 2005 1 1 0 0 1 1 1 12 22.68 4 14.74
"1029" "Vvariegata" 1984 1 0 0 NA 0 0 0 2 19.59 6 28.04
"1030" "Vvariegata" 2007 2 2 0.5 0.5 1 1 1 5 13.62 9 17.75
"1031" "Vvariegata" 1984 2 2 0.5 0.5 1 1 1 5 10.31 5 7.95
"1032" "Vvariegata" 1995 2 1 0.5 0 1 0.5 0.5 3 23.9 3 19.34
"1033" "Vvariegata" 2001 3 2 0.666666666666667 0.5 0.666666666666667 0.666666666666667 0.666666666666667 10 19.81 9 19.46
"1034" "Vvariegata" 2008 1 1 1 1 1 1 1 13 20.57 18 25.7
"1035" "Vvariegata" 2006 2 2 0 0 1 1 1 9 18.75 12 17.61
"1036" "Vvariegata" 1984 3 2 1 1 1 0.666666666666667 0.333333333333333 14 19.11 5 36.72
"1037" "Vvariegata" 2009 1 0 1 NA 1 0 0 7 13.7 8 14.43
"1038" "Vvariegata" 1990 3 3 0.666666666666667 0.666666666666667 1 1 1 6 15.18 11 36.7
"1039" "Vvariegata" 1999 4 2 0.5 0.5 0.5 0.5 0.5 10 22.56 12 19.38
"1040" "Vvariegata" 1998 1 1 1 1 1 1 1 13 29.98 13 23.53
"1041" "Vvariegata" 2000 3 1 0.666666666666667 1 0.333333333333333 0.333333333333333 0.333333333333333 7 22.69 9 16.53
"1042" "Vvariegata" 2004 2 2 0.5 0.5 1 1 1 5 16.68 4 15.65
"1043" "Vvariegata" 2006 3 0 0.333333333333333 NA 0.333333333333333 0 0 15 15.44 14 13.78
"1044" "Vvariegata" 1987 1 1 0 0 1 1 1 4 23.49 5 20.56
"1045" "Vvariegata" 2013 2 2 1 1 1 1 0.5 12 14.83 13 15.84
"1046" "Vvariegata" 2008 2 2 0 0 1 1 1 15 22.7 15 22.79
"1047" "Vvariegata" 2002 1 0 0 NA 0 0 0 8 11.89 12 16.38
"1048" "Vvariegata" 1981 4 4 0.75 0.75 1 1 1 7 33.39 13 23.75
"1049" "Vvariegata" 2009 3 2 0.666666666666667 1 1 0.666666666666667 0.666666666666667 5 11.66 10 16.67
"1050" "Vvariegata" 1991 2 2 0.5 0.5 1 1 1 6 26.68 7 11.66
"1051" "Vvariegata" 1994 2 2 1 1 1 1 1 11 21.39 14 24.45
"1052" "Vvariegata" 1989 1 0 1 NA 0 0 0 5 31.73 6 32.69
"1053" "Vvariegata" 1980 2 2 1 1 1 1 1 6 33.39 12 23.75
"1054" "Vvariegata" 2007 1 1 1 1 1 1 1 13 13.69 7 13.26
"1055" "Vvariegata" 1985 3 3 0.666666666666667 0.666666666666667 1 1 1 13 20.63 4 6.09
"1056" "Vvariegata" 1996 2 2 1 1 1 1 1 12 12.89 9 16.65
"1057" "Vvariegata" 1998 1 1 0 0 1 1 1 18 28.35 18 28.01
"1058" "Vvariegata" 1988 2 0 1 NA 1 0 0 9 14.82 9 17.98
"1059" "Vvariegata" 2002 2 0 0.5 NA 1 0 0 9 9.04 4 17.62
"1060" "Vvariegata" 1981 4 4 1 1 1 1 1 9 19.28 5 24.3
"1061" "Vvariegata" 1993 1 0 1 NA 0 0 0 10 11.08 9 10.07
"1062" "Vvariegata" 1983 2 2 1 1 1 1 0.5 3 15.13 3 3.89
"1063" "Vvariegata" 1997 3 3 1 1 1 1 1 2 3.84 11 19.66
"1064" "Vvariegata" 2014 1 1 0 0 1 1 0 18 19.69 19 20.63
"1065" "Vvariegata" 1997 2 2 0.5 0.5 1 1 1 4 22.56 5 17.25
"1066" "Vvariegata" 2006 1 1 1 1 1 1 1 10 19.74 8 10.64
"1067" "Vvariegata" 1991 1 0 0 NA 0 0 0 4 10.23 4 9.12
"1068" "Vvariegata" 1982 2 2 0.5 0.5 1 1 1 3 26.71 3 9.23
"1069" "Vvariegata" 2010 1 0 1 NA 0 0 0 5 10.68 4 9.72
"1070" "Vvariegata" 2000 3 3 0.333333333333333 0.333333333333333 1 1 1 12 27.68 12 22.94
"1071" "Vvariegata" 1996 2 1 0 0 1 0.5 0.5 9 22.25 18 23.08
"1072" "Vvariegata" 1993 2 2 0.5 0.5 1 1 1 5 9.12 5 27.68
"1073" "Vvariegata" 2002 2 1 0.5 0 1 0.5 0.5 9 22.56 8 15.36
"1074" "Vvariegata" 1984 2 2 0.5 0.5 1 1 1 13 44.64 14 20.88
"1075" "Vvariegata" 2008 3 3 0.666666666666667 0.666666666666667 1 1 1 4 11.67 5 12.78
"1076" "Vvariegata" 1991 2 2 0.5 0.5 1 1 1 4 18.38 8 9.37
"1077" "Vvariegata" 2013 2 2 0 0 1 1 1 12 14.72 6 8.69
"1078" "Vvariegata" 2009 2 2 0.5 0.5 1 1 1 15 21.68 12 13.49
"1079" "Vvariegata" 1994 1 1 0 0 1 1 1 3 24.61 4 25.67
"1080" "Vvariegata" 1994 2 2 1 1 1 1 1 4 25.7 4 25.7
"1081" "Vvariegata" 1983 2 2 0.5 0.5 1 1 1 5 35.76 4 8.66
"1082" "Vvariegata" 2003 3 3 1 1 1 1 0 9 21.02 6 11.07
"1083" "Vvariegata" 2011 1 1 0 0 1 1 1 7 11.72 15 19.67
"1084" "Vvariegata" 1984 1 0 0 NA 0 0 0 2 12.01 2 14.17
"1085" "Vvariegata" 1982 3 3 0.666666666666667 0.666666666666667 1 1 1 11 44.64 12 20.88
"1086" "Vvariegata" 2001 2 2 1 1 1 1 1 12 26.68 8 22.71
"1087" "Vvariegata" 2000 3 2 0.666666666666667 1 0.666666666666667 0.666666666666667 0.666666666666667 4 19.81 4 19.81
"1088" "Vvariegata" 2013 2 2 0.5 0.5 1 1 1 9 11.66 14 16.67
"1089" "Vvariegata" 1987 2 2 0 0 1 1 0.5 4 15.1 3 28.1
"1090" "Vvariegata" 1993 1 0 1 NA 0 0 0 4 26.67 3 14
"1091" "Vvariegata" 1983 3 3 0.666666666666667 0.666666666666667 1 1 1 9 11.93 6 29.03
"1092" "Vvariegata" 1998 3 0 0.333333333333333 0 0.666666666666667 0 0 7 7.43 10 27.68
"1093" "Vvariegata" 2002 1 1 0 0 1 1 1 17 23.33 7 20.21
"1094" "Vvariegata" 2006 2 2 1 1 1 1 1 5 14.66 13 18.48
"1095" "Vvariegata" 2014 3 3 0.333333333333333 0.333333333333333 1 1 1 21 22.7 21 22.79
"1096" "Vvariegata" 2007 1 1 0 0 1 1 1 16 18.88 6 14.22
"1097" "Vvariegata" 1991 1 1 1 1 1 1 1 7 24.75 5 24.18
"1098" "Vvariegata" 2000 2 1 0 0 1 0.5 0.5 6 14.53 6 15.51
"1099" "Vvariegata" 1990 3 2 0.333333333333333 0.5 1 0.666666666666667 0.666666666666667 3 21.32 9 19.24
"1100" "Vvariegata" 1997 3 2 0.666666666666667 0.5 0.666666666666667 0.666666666666667 0.666666666666667 8 22.56 10 19.38
"1101" "Vvariegata" 2006 3 3 0.333333333333333 0.333333333333333 1 1 1 12 13 7 16.7
"1102" "Vvariegata" 2008 1 1 0 0 1 1 1 9 16.67 8 8.55
"1103" "Vvariegata" 2013 3 3 0.333333333333333 0.333333333333333 1 1 1 11 13.69 12 14.64
"1104" "Vvariegata" 2010 1 0 1 NA 0 0 0 5 10.69 2 7.7
"1105" "Vvariegata" 2012 2 1 0.5 0 1 0.5 0.5 4 7.65 8 11.69
"1106" "Vvariegata" 1981 2 0 1 NA 0.5 0 0 8 21.7 2 11.73
"1107" "Vvariegata" 1992 3 2 1 1 1 0.666666666666667 0.666666666666667 6 23.53 3 23.85
"1108" "Vvariegata" 1989 3 3 0 0 1 1 1 4 29.98 8 8.42
"1109" "Vvariegata" 2000 2 1 1 1 1 0.5 0.5 5 20.64 8 23.6
"1110" "Vvariegata" 2002 1 1 0 0 1 1 1 6 12.68 14 24.99
"1111" "Vvariegata" 2009 1 0 0 NA 1 0 0 23 23.53 20 23.85
"1112" "Vvariegata" 2008 1 1 1 1 1 1 1 24 31.76 23 23.3
"1113" "Vvariegata" 2012 1 1 0 0 1 1 1 5 8.7 9 12.87
"1114" "Vvariegata" 1996 6 3 0.333333333333333 0 0.666666666666667 0.5 0.5 6 6.28 7 16.72
"1115" "Vvariegata" 1991 3 3 0.666666666666667 0.666666666666667 1 1 1 4 11.25 5 7.32
"1116" "Vvariegata" 1985 1 1 1 1 1 1 1 7 15.98 8 16.71
"1117" "Vvariegata" 1993 1 1 1 1 1 1 1 7 28.67 13 31.28
"1118" "Vvariegata" 2014 2 0 0 NA 1 0 0 4 5.7 4 5.7
"1119" "Vvariegata" 1996 1 1 0 0 1 1 1 9 21.32 15 19.24
"1120" "Vvariegata" 1996 2 0 1 NA 0 0 0 3 20.21 4 23.68
"1121" "Vvariegata" 1999 1 0 1 NA 1 0 0 4 14.72 8 24.67
"1122" "Vvariegata" 1999 2 1 0.5 0 1 0.5 0 16 23.69 9 12.93
"1123" "Vvariegata" 1983 4 1 0.25 1 0.25 0.25 0.25 4 10.31 4 7.95
"1124" "Vvariegata" 2008 3 3 0 0 1 1 1 8 15.66 7 14.69
"1125" "Vvariegata" 1998 1 0 0 NA 0 0 0 15 18.54 27 29.54
"1126" "Vvariegata" 1989 1 1 0 0 1 1 1 5 7.96 8 8.38
"1127" "Vvariegata" 2000 2 1 0.5 0 0.5 0.5 0.5 5 13.08 5 10.01
"1128" "Vvariegata" 1997 3 2 0.666666666666667 0.5 1 0.666666666666667 0.666666666666667 6 24.7 9 25.12
"1129" "Vvariegata" 1998 2 2 1 1 1 1 1 7 24.61 8 25.67
"1130" "Vvariegata" 2005 2 2 0.5 0.5 1 1 1 5 15.03 6 16.6
"1131" "Vvariegata" 1997 2 1 0.5 1 NA NA NA 5 23.66 7 25.73
"1132" "Vvariegata" 2008 2 2 0.5 0.5 1 1 1 10 17.63 21 28.23
"1133" "Vvariegata" 1984 4 3 0 0 1 0.75 0.75 4 15.13 4 3.89
"1134" "Vvariegata" 2002 4 4 0.75 0.75 1 1 1 6 7.31 7 19.5
"1135" "Vvariegata" 1999 4 4 0.5 0.5 1 1 1 10 20.36 8 24.68
"1136" "Vvariegata" 1992 2 1 0 0 0.5 0.5 0.5 5 18.38 9 9.37
"1137" "Vvariegata" 2002 3 3 0.666666666666667 0.666666666666667 1 1 1 18 31.76 17 23.3
"1138" "Vvariegata" 1991 2 0 1 NA 0 0 0 7 14.76 9 11.06
"1139" "Vvariegata" 1997 1 1 1 1 1 1 1 6 8.86 6 14.59
"1140" "Vvariegata" 1988 2 2 1 1 1 1 1 4 21.78 4 13.66
"1141" "Vvariegata" 1999 2 2 0 0 1 1 1 15 31.76 14 23.3
"1142" "Vvariegata" 1996 1 1 0 0 1 1 1 18 35.76 9 28.63
"1143" "Vvariegata" 2008 1 0 0 NA 1 0 0 9 9 13 14.44
"1144" "Vvariegata" 2014 4 0 0.5 NA 1 0 0 18 19.81 18 19.81
"1145" "Vvariegata" 1991 2 0 0.5 NA 0 0 0 10 34.75 3 25.12
"1146" "Vvariegata" 1991 2 2 0.5 0.5 1 1 1 17 22.07 10 29.07
"1147" "Vvariegata" 2001 3 1 0.666666666666667 1 1 0.333333333333333 0.333333333333333 5 19.81 5 19.81
"1148" "Vvariegata" 2000 3 3 1 1 1 1 1 7 20.21 8 23.68
"1149" "Vvariegata" 2007 2 2 0 0 1 1 1 12 20.71 8 16.69
"1150" "Vvariegata" 1982 1 1 1 1 1 1 1 14 29.15 11 22.61
"1151" "Vvariegata" 2006 1 1 0 0 1 1 1 11 13.08 7 9.12
"1152" "Vvariegata" 1990 3 3 0.666666666666667 0.666666666666667 1 1 1 8 27.91 9 14.74
"1153" "Vvariegata" 2009 4 4 0.5 0.5 1 1 1 10 16.6 9 15.66
"1154" "Vvariegata" 2000 1 1 0 0 1 1 1 14 29.72 8 14.22
"1155" "Vvariegata" 1996 2 2 0 0 1 1 1 9 18.38 10 16.36
"1156" "Vvariegata" 1996 2 1 0.5 0 1 0.5 0.5 9 10.23 9 9.12
"1157" "Vvariegata" 1982 2 2 0 0 1 1 1 8 30.82 7 27.13
"1158" "Vvariegata" 1994 1 1 0 0 1 1 1 14 28.35 14 28.01
"1159" "Vvariegata" 2005 2 2 0 0 1 1 1 12 22.56 11 15.36
"1160" "Vvariegata" 1999 2 2 0.5 0.5 1 1 1 6 20 5 7.23
"1161" "Vvariegata" 2008 2 2 0.5 0.5 1 1 1 6 13.69 7 14.64
"1162" "Vvariegata" 2011 2 1 1 1 1 0.5 0 5 9.7 14 15.38
"1163" "Vvariegata" 1998 2 1 0 0 0.5 0.5 0.5 10 19.31 11 19.64
"1164" "Vvariegata" 1985 2 2 0.5 0.5 1 1 1 9 32.19 7 28.04
"1165" "Vvariegata" 1998 3 2 0.333333333333333 0.5 1 0.666666666666667 0.333333333333333 20 29.04 17 29.07
"1166" "Vvariegata" 1989 4 4 0.5 0.5 1 1 1 13 28.65 12 19.74
"1167" "Vvariegata" 2009 2 2 0.5 0.5 1 1 1 3 9.7 23 26.3
"1168" "Vvariegata" 2005 1 0 1 NA 0 0 0 20 30.65 11 21.87
"1169" "Vvariegata" 2001 2 2 1 1 1 1 1 4 11.2 9 19.34
"1170" "Vvariegata" 1976 1 1 1 1 1 1 1 8 29.15 5 22.61
"1171" "Vvariegata" 2008 1 1 1 1 1 1 1 5 12.7 12 19.67
"1172" "Vvariegata" 2012 1 1 0 0 1 1 1 15 18.64 25 28.64
"1173" "Vvariegata" 2003 2 2 0.5 0.5 1 1 1 15 27.68 15 22.94
"1174" "Vvariegata" 1985 1 0 1 NA 0 0 0 11 33.39 17 23.75
"1175" "Vvariegata" 1996 1 1 0 0 1 1 1 7 26.58 6 25.71
"1176" "Vvariegata" 1995 1 0 0 NA 0 0 0 3 9.51 6 7.35
"1177" "Vvariegata" 2011 1 1 0 0 1 1 1 8 8.7 9 13.69
"1178" "Vvariegata" 1999 3 3 0.666666666666667 0.666666666666667 1 1 1 3 19.68 8 24.75
"1179" "Vvariegata" 2001 3 3 0.666666666666667 0.666666666666667 1 1 1 10 24.61 11 25.67
"1180" "Vvariegata" 1998 2 1 0.5 0 0.5 0.5 0.5 13 30.65 4 21.87
"1181" "Vvariegata" 1983 2 2 1 1 1 1 1 13 30.93 12 21.19
"1182" "Vvariegata" 2008 2 0 1 NA 0.5 0 0 14 14.53 6 13.21
"1183" "Vvariegata" 2001 2 2 0 0 1 1 0.5 4 4.42 10 24.67
"1184" "Vvariegata" 1993 2 2 0.5 0.5 1 1 1 6 22.25 15 23.08
"1185" "Vvariegata" 1993 2 2 1 1 1 1 1 9 12.89 6 16.65
"1186" "Vvariegata" 2003 4 4 1 1 1 1 0.75 14 17.1 19 31.72
"1187" "Vvariegata" 1983 2 1 0 0 1 0.5 0.5 12 44.64 13 20.88
"1188" "Vvariegata" 2010 2 1 0.5 0 0.5 0.5 0.5 4 9.7 24 26.3
"1189" "Vvariegata" 1990 1 1 0 0 1 1 1 3 22.25 12 23.08
"1190" "Vvariegata" 2000 3 3 1 1 1 1 1 5 6.98 5 9.12
"1191" "Vvariegata" 1999 3 3 1 1 1 1 1 8 24.61 9 25.67
"1192" "Vvariegata" 2008 2 2 0 0 1 1 1 15 22.56 14 15.36
"1193" "Vvariegata" 1988 1 1 0 0 1 1 1 4 31.76 10 24.08
"1194" "Vvariegata" 1998 1 1 1 1 1 1 1 2 7.31 3 19.5
"1195" "Vvariegata" 1980 1 1 1 1 1 1 1 2 29.36 9 21.19
"1196" "Vvariegata" 2011 2 2 0 0 1 1 1 6 10.68 17 18.28
"1197" "Vvariegata" 1996 3 0 0.666666666666667 NA 0 0 0 19 27.19 15 34.74
"1198" "Vvariegata" 1998 1 0 1 NA 0 0 0 9 26.67 11 22.27
"1199" "Vvariegata" 2012 1 0 1 NA 1 0 0 17 20.75 12 15.65
"1200" "Vvariegata" 1991 2 2 1 1 1 1 1 11 28.35 11 28.01
"1201" "Vvariegata" 2008 1 1 1 1 1 1 1 9 16.69 7 14.64
"1202" "Vvariegata" 2009 1 0 1 NA 1 0 0 11 17.63 22 28.23
"1203" "Vvariegata" 1983 1 1 1 1 1 1 1 4 14.41 4 36.77
"1204" "Vvariegata" 2006 1 0 0 NA 1 0 0 20 29.72 11 14.44
"1205" "Vvariegata" 2002 1 1 1 1 1 1 0 15 18.38 16 16.36
"1206" "Vvariegata" 1993 2 2 1 1 1 1 1 4 26.58 3 25.71
"1207" "Vvariegata" 2015 1 0 0 NA 0 0 0 9 9.75 8 8.7
"1208" "Vvariegata" 2009 1 1 1 1 1 1 1 16 22.68 16 17.16
"1209" "Vvariegata" 1990 3 3 0.666666666666667 0.666666666666667 1 1 1 9 28.29 10 26.76
"1210" "Vvariegata" 1991 3 0 0.666666666666667 NA 0 0 0 6 22.24 7 28.1
"1211" "Vvariegata" 1991 2 2 1 1 1 1 1 16 17.57 20 29.54
"1212" "Vvariegata" 1988 2 2 1 1 1 1 1 4 22.04 5 10.13
"1213" "Vvariegata" 1992 2 2 1 1 1 1 1 4 5.7 5 7.05
"1214" "Vvariegata" 2009 1 0 0 NA 0 0 0 14 20.71 14 19.18
"1215" "Vvariegata" 1975 2 2 1 1 1 1 1 7 29.15 4 22.61
"1216" "Vvariegata" 1985 3 3 0.333333333333333 0.333333333333333 1 1 1 4 20.3 5 21.3
"1217" "Vvariegata" 2003 1 1 0 0 1 1 1 14 26.72 4 16.79
"1218" "Vvariegata" 2009 1 1 1 1 1 1 1 16 22.56 15 15.36
"1219" "Vvariegata" 2012 1 1 1 1 1 1 1 6 9.14 10 13.64
"1220" "Vvariegata" 1989 2 2 0.5 0.5 1 1 1 2 22.25 8 8.38
"1221" "Vvariegata" 1982 1 1 1 1 1 1 1 6 28.65 7 24.6
"1222" "Vvariegata" 1997 3 1 0.666666666666667 1 0.666666666666667 0.333333333333333 0.333333333333333 3 21.69 4 19.16
"1223" "Vvariegata" 1986 3 3 0.333333333333333 0.333333333333333 1 1 0.666666666666667 3 22.07 3 9.37
"1224" "Vvariegata" 2002 4 0 0.75 NA 1 0 0 11 19.81 10 19.46
"1225" "Vvariegata" 1994 1 1 1 1 1 1 1 9 29.98 9 23.53
"1226" "Vvariegata" 1982 2 0 0 NA 0 0 0 12 22.89 12 35.64
"1227" "Vvariegata" 1986 3 3 0.333333333333333 0.333333333333333 1 1 1 15 44.64 16 20.88
"1228" "Vvariegata" 1998 2 2 0.5 0.5 1 1 1 11 11.26 7 7.01
"1229" "Vvariegata" 2012 1 0 1 0 1 0 0 16 19.62 8 11.57
"1230" "Vvariegata" 1994 1 0 0 NA 1 0 0 17 27.19 13 34.74
"1231" "Vvariegata" 2004 1 1 0 0 1 1 1 26 35.76 17 28.63
"1232" "Vvariegata" 2006 2 2 0 0 1 1 1 10 19.62 15 20.71
"1233" "Vvariegata" 1980 1 1 1 1 1 1 1 2 35.76 10 35.64
"1234" "Vvariegata" 1999 2 1 1 1 0.5 0.5 0.5 14 14.22 14 22.7
"1235" "Vvariegata" 2002 4 3 0.5 0.333333333333333 0.75 0.75 0.75 6 19.81 6 19.81
